2024-09-23 15:22:55.065815,2024-10-02 05:11:13.000000,093302401600001,93302401600001,evse,0,0,Available
2024-09-23 15:22:58.041247,2024-10-02 14:09:58.000000,193302401600001,93302401600001,evse,0,793284,Available
